Manufacturer,Name,Displacement,Cylinders,Transmission,Drive,CityMPG,HighwayMPG
ASTON MARTIN,V8 VANTAGE,4.3,8,Auto(S6),R,13,20
ASTON MARTIN,V8 VANTAGE,4.3,8,Manual(M6),R,12,19
AUDI,R8,4.2,8,Auto(S6),4,13,19
AUDI,R8,4.2,8,Manual(M6),4,13,20
AUDI,TT ROADSTER,2,4,Auto(S6),F,22,29
AUDI,TT ROADSTER QUATTRO,3.2,6,Auto(S6),4,18,24
AUDI,TT ROADSTER QUATTRO,3.2,6,Manual(M6),4,17,24
BMW,Z4 3.0I,3,6,Auto(S6),R,19,28
BMW,Z4 3.0I,3,6,Manual(M6),R,18,28
BMW,Z4 3.0SI,3,6,Auto(S6),R,19,28
BMW,Z4 3.0SI,3,6,Manual(M6),R,18,28
BMW,Z4 COUPE,3,6,Auto(S6),R,19,28
BMW,Z4 COUPE,3,6,Manual(M6),R,18,28
BMW,Z4 M COUPE,3.2,6,Manual(M6),R,15,23
BMW,Z4 M ROADSTER,3.2,6,Manual(M6),R,15,23
BUGATTI,VEYRON,8,16,Auto(S6),4,8,14
CADILLAC,XLR,4.4,8,Auto(S6),R,14,21
CADILLAC,XLR,4.6,8,Auto(S6),R,15,24
CHEVROLET,CORVETTE,6.2,8,Auto(S6),R,15,25
CHEVROLET,CORVETTE,6.2,8,Manual(M6),R,16,26
CHEVROLET,CORVETTE,7,8,Manual(M6),R,15,24
CHRYSLER,CROSSFIRE COUPE,3.2,6,Auto(L5),R,19,25
CHRYSLER,CROSSFIRE COUPE,3.2,6,Manual(M6),R,15,23
CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Auto(L5),R,19,25
CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Manual(M6),R,15,23
DODGE,VIPER CONVERTIBLE,8.4,10,Manual(M6),R,13,22
DODGE,VIPER COUPE,8.4,10,Manual(M6),R,13,22
FERRARI,F430,4.3,8,Auto(A6),R,11,16
FERRARI,F430,4.3,8,Manual(M6),R,11,16
FERRARI,FERRARI 599 GTB FIORANO,5.9,12,Auto(A6),R,11,15
FERRARI,FERRARI 599 GTB FIORANO,5.9,12,Manual(M6),R,11,15
HONDA,S2000,2.2,4,Manual(M6),R,18,25
LAMBORGHINI,GALLARDO COUPE,5,10,Auto(S6),4,11,17
LAMBORGHINI,GALLARDO COUPE,5,10,Manual(M6),4,10,17
LAMBORGHINI,GALLARDO SPYDER,5,10,Auto(S6),4,10,16
LAMBORGHINI,GALLARDO SPYDER,5,10,Manual(M6),4,10,15
LAMBORGHINI,MURCIELAGO,6.5,12,Auto(S6),4,9,14
LAMBORGHINI,MURCIELAGO,6.5,12,Manual(M6),4,8,13
LAMBORGHINI,MURCIELAGO REVENTON,6.5,12,Auto(S6),4,9,14
LAMBORGHINI,MURCIELAGO ROADSTER,6.5,12,Auto(S6),4,9,14
LAMBORGHINI,MURCIELAGO ROADSTER,6.5,12,Manual(M6),4,8,13
LOTUS,ELISE/EXIGE,1.8,4,Manual(M6),R,20,26
LOTUS,ELISE/EXIGE,1.8,4,Manual(M6),R,20,26
LOTUS,ELISE/EXIGE,1.8,4,Manual(M6),R,21,27
MAZDA,MX-5,2,4,Auto(S6),R,20,27
MAZDA,MX-5,2,4,Manual(M5),R,22,27
MAZDA,MX-5,2,4,Manual(M6),R,21,28
MERCEDES-BENZ,SL55 AMG,5.4,8,Auto(S5),R,12,17
MERCEDES-BENZ,SL550,5.5,8,Auto(L7),R,14,21
MERCEDES-BENZ,SL600,5.5,12,Auto(L5),R,11,18
MERCEDES-BENZ,SL65 AMG,6,12,Auto(S5),R,11,18
MERCEDES-BENZ,SLK280,3,6,Auto(L7),R,18,24
MERCEDES-BENZ,SLK280,3,6,Manual(M6),R,17,25
MERCEDES-BENZ,SLK350,3.5,6,Auto(L7),R,17,23
MERCEDES-BENZ,SLK350,3.5,6,Manual(M6),R,16,23
MERCEDES-BENZ,SLK55 AMG,5.4,8,Auto(S7),R,14,20
MERCEDES-BENZ,SLR,5.4,8,Auto(S5),R,12,16
MERCEDES-BENZ,SMART FORTWO (CONVERTIBLE),1,3,Auto(S5),R,33,41
MERCEDES-BENZ,SMART FORTWO (COUPE),1,3,Auto(S5),R,33,41
NISSAN,350Z,3.5,6,Auto(S5),R,17,24
NISSAN,350Z,3.5,6,Manual(M6),R,18,25
NISSAN,350Z ROADSTER,3.5,6,Auto(S5),R,17,23
NISSAN,350Z ROADSTER,3.5,6,Manual(M6),R,17,24
PONTIAC,SOLSTICE,2,4,Auto(L5),R,19,26
PONTIAC,SOLSTICE,2,4,Manual(M5),R,19,28
PONTIAC,SOLSTICE,2.4,4,Auto(L5),R,19,24
PONTIAC,SOLSTICE,2.4,4,Manual(M5),R,19,25
PORSCHE,911 GT2,3.6,6,Manual(M6),R,16,23
PORSCHE,BOXSTER,2.7,6,Auto(L5),R,19,26
PORSCHE,BOXSTER,2.7,6,Manual(M5),R,20,29
PORSCHE,BOXSTER,2.7,6,Manual(M6),R,19,28
PORSCHE,BOXSTER S,3.4,6,Auto(L5),R,18,25
PORSCHE,BOXSTER S,3.4,6,Manual(M6),R,18,26
PORSCHE,CAYMAN,2.7,6,Auto(L5),R,19,26
PORSCHE,CAYMAN,2.7,6,Manual(M5),R,20,29
PORSCHE,CAYMAN,2.7,6,Manual(M6),R,19,28
PORSCHE,CAYMAN S,3.4,6,Auto(L5),R,18,25
PORSCHE,CAYMAN S,3.4,6,Manual(M6),R,18,26
PORSCHE,GT3       911 GT3,3.6,6,Manual(M6),R,15,22
PORSCHE,GT3 RS    911 GT3 RS,3.6,6,Manual(M6),R,15,22
SATURN,SKY,2,4,Auto(L5),R,19,26
SATURN,SKY,2,4,Manual(M5),R,19,28
SATURN,SKY,2.4,4,Auto(L5),R,19,24
SATURN,SKY,2.4,4,Manual(M5),R,19,25
SHLBY,SHELBY MUSTANG GT,4.6,8,Manual(M5),R,15,22
ASTON MARTIN,DB9 COUPE,5.9,12,Auto(S6),R,11,18
ASTON MARTIN,DB9 COUPE,5.9,12,Manual(M6),R,10,16
ASTON MARTIN,DB9 VOLANTE,5.9,12,Auto(S6),R,11,17
ASTON MARTIN,DB9 VOLANTE,5.9,12,Manual(M6),R,10,16
AUDI,TT COUPE,2,4,Auto(S6),F,23,31
JAGUAR,JAGUAR XK,4.2,8,Auto(L6),R,16,25
JAGUAR,JAGUAR XK CONVERTIBLE,4.2,8,Auto(L6),R,16,25
JAGUAR,JAGUAR XKR,4.2,8,Auto(L6),R,15,23
JAGUAR,JAGUAR XKR CONVERTIBLE,4.2,8,Auto(L6),R,15,23
LEXUS,SC 430,4.3,8,Auto(S6),R,16,23
MINI,MINI COOPER,1.6,4,Auto(S6),F,26,34
MINI,MINI COOPER,1.6,4,Manual(M6),F,28,37
MINI,MINI COOPER CONVERTIBLE,1.6,4,Auto(AV),F,22,30
MINI,MINI COOPER CONVERTIBLE,1.6,4,Manual(M5),F,23,32
MINI,MINI COOPER S,1.6,4,Auto(S6),F,23,32
MINI,MINI COOPER S,1.6,4,Manual(M6),F,26,34
MINI,MINI COOPER S CONVERTIBLE,1.6,4,Auto(S6),F,19,29
MINI,MINI COOPER S CONVERTIBLE,1.6,4,Manual(M6),F,21,29
MITSUBISHI,ECLIPSE SPYDER,2.4,4,Auto(S4),F,19,26
MITSUBISHI,ECLIPSE SPYDER,2.4,4,Manual(M5),F,19,26
MITSUBISHI,ECLIPSE SPYDER,3.8,6,Auto(S5),F,16,24
MITSUBISHI,ECLIPSE SPYDER,3.8,6,Manual(M6),F,16,25
PORSCHE,911 TURBO,3.6,6,Auto(L5),4,15,23
PORSCHE,911 TURBO,3.6,6,Manual(M6),4,16,23
PORSCHE,911 TURBO CABRIOLET,3.6,6,Auto(L5),4,15,23
PORSCHE,911 TURBO CABRIOLET,3.6,6,Manual(M6),4,15,24
PORSCHE,CARRERA 2 CABRIOLET,3.6,6,Auto(L5),R,18,24
PORSCHE,CARRERA 2 CABRIOLET,3.6,6,Manual(M6),R,18,26
PORSCHE,CARRERA 2 COUPE,3.6,6,Auto(L5),R,18,24
PORSCHE,CARRERA 2 COUPE,3.6,6,Manual(M6),R,18,26
PORSCHE,CARRERA 2 S CABRIOLET,3.8,6,Auto(L5),R,17,24
PORSCHE,CARRERA 2 S CABRIOLET,3.8,6,Manual(M6),R,17,25
PORSCHE,CARRERA 2 S COUPE,3.8,6,Auto(L5),R,17,24
PORSCHE,CARRERA 2 S COUPE,3.8,6,Manual(M6),R,17,25
PORSCHE,CARRERA 4 CABRIOLET,3.6,6,Auto(L5),4,17,24
PORSCHE,CARRERA 4 CABRIOLET,3.6,6,Manual(M6),4,17,25
PORSCHE,CARRERA 4 COUPE,3.6,6,Auto(L5),4,17,24
PORSCHE,CARRERA 4 COUPE,3.6,6,Manual(M6),4,17,25
PORSCHE,CARRERA 4 S CABRIOLET,3.8,6,Auto(L5),4,17,23
PORSCHE,CARRERA 4 S CABRIOLET,3.8,6,Manual(M6),4,16,24
PORSCHE,CARRERA 4 S COUPE,3.8,6,Auto(L5),4,17,23
PORSCHE,CARRERA 4 S COUPE,3.8,6,Manual(M6),4,16,24
PORSCHE,CARRERA 4 S TARGA,3.8,6,Auto(L5),4,17,23
PORSCHE,CARRERA 4 S TARGA,3.8,6,Manual(M6),4,16,24
PORSCHE,CARRERA 4 TARGA,3.6,6,Auto(L5),4,17,24
PORSCHE,CARRERA 4 TARGA,3.6,6,Manual(M6),4,17,25
VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,5,Auto(S6),F,20,28
VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,5,Manual(M5),F,20,28
AUDI,A4 CABRIOLET,2,4,Auto(AV),F,21,30
AUDI,A4 CABRIOLET QUATTRO,2,4,Auto(S6),4,19,27
AUDI,A4 CABRIOLET QUATTRO,3.1,6,Auto(S6),4,17,25
AUDI,A5 QUATTRO,3.2,6,Auto(S6),4,18,27
AUDI,A5 QUATTRO,3.2,6,Manual(M6),4,16,27
AUDI,RS4 CABRIOLET,4.2,8,Manual(M6),4,12,19
AUDI,S4 CABRIOLET,4.2,8,Auto(S6),4,14,21
AUDI,S4 CABRIOLET,4.2,8,Manual(M6),4,13,19
AUDI,S5,4.2,8,Auto(S6),4,16,22
AUDI,S5,4.2,8,Manual(M6),4,14,21
AUDI,TT COUPE QUATTRO,3.2,6,Auto(S6),4,18,24
AUDI,TT COUPE QUATTRO,3.2,6,Manual(M6),4,17,24
BENTLEY,CONTINENTAL GTC,6,12,Auto(S6),4,10,17
BMW,128I,3,6,Auto(S6),R,19,28
BMW,128I,3,6,Manual(M6),R,18,28
BMW,128I CONVERTIBLE,3,6,Auto(S6),R,18,27
BMW,128I CONVERTIBLE,3,6,Manual(M6),R,18,28
BMW,135I,3,6,Auto(S6),R,18,26
BMW,135I,3,6,Manual(M6),R,17,25
BMW,135I CONVERTIBLE,3,6,Auto(S6),R,17,26
BMW,135I CONVERTIBLE,3,6,Manual(M6),R,17,26
BMW,328CI,3,6,Auto(S6),R,19,28
BMW,328CI,3,6,Manual(M6),R,18,28
BMW,328CI CONVERTIBLE,3,6,Auto(S6),R,18,27
BMW,328CI CONVERTIBLE,3,6,Manual(M6),R,17,27
BMW,328CXI,3,6,Auto(S6),4,17,25
BMW,328CXI,3,6,Manual(M6),4,17,25
BMW,335CI,3,6,Auto(S6),R,17,26
BMW,335CI,3,6,Manual(M6),R,17,26
BMW,335CI CONVERTIBLE,3,6,Auto(S6),R,17,26
BMW,335CI CONVERTIBLE,3,6,Manual(M6),R,17,26
BMW,335CXI,3,6,Auto(S6),4,17,25
BMW,335CXI,3,6,Manual(M6),4,16,25
BMW,650CI,4.8,8,Auto(S6),R,15,23
BMW,650CI,4.8,8,Manual(M6),R,15,22
BMW,650CI CONVERTIBLE,4.8,8,Auto(S6),R,15,23
BMW,650CI CONVERTIBLE,4.8,8,Manual(M6),R,14,21
BMW,M3 CONVERTIBLE,4,8,Auto(S7),R,14,20
BMW,M3 CONVERTIBLE,4,8,Manual(M6),R,13,19
BMW,M3 COUPE,4,8,Auto(S7),R,14,20
BMW,M3 COUPE,4,8,Manual(M6),R,14,20
BMW,M6,5,10,Auto(S7),R,11,17
BMW,M6,5,10,Manual(M6),R,11,17
BMW,M6 CONVERTIBLE,5,10,Auto(S7),R,11,17
BMW,M6 CONVERTIBLE,5,10,Manual(M6),R,11,17
CHEVROLET,AVEO 5,1.6,4,Auto(A4),F,23,32
CHEVROLET,AVEO 5,1.6,4,Manual(M5),F,24,34
CHEVROLET,COBALT,2,4,Manual(M5),F,22,30
CHEVROLET,COBALT,2.2,4,Auto(L4),F,22,31
CHEVROLET,COBALT,2.2,4,Manual(M5),F,24,33
CHEVROLET,COBALT,2.4,4,Auto(L4),F,22,31
CHEVROLET,COBALT,2.4,4,Manual(M5),F,22,32
CHEVROLET,COBALT XFE,2.2,4,Manual(M5),F,25,36
CHRYSLER,SEBRING CONVERTIBLE,2.4,4,Auto(L4),F,20,29
CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,18,26
CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,13,19
CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,18,26
CHRYSLER,SEBRING CONVERTIBLE,3.5,6,Auto(L6),F,16,26
FORD,MUSTANG,4,6,Auto(L5),R,16,24
FORD,MUSTANG,4,6,Manual(M5),R,17,26
FORD,MUSTANG,4.6,8,Auto(L5),R,15,22
FORD,MUSTANG,4.6,8,Manual(M5),R,15,23
FORD,MUSTANG,5.4,8,Manual(M6),R,14,20
HONDA,CIVIC,1.8,4,Auto(L5),F,25,36
HONDA,CIVIC,1.8,4,Auto(L5),F,24,36
HONDA,CIVIC,1.8,4,Manual(M5),F,26,34
HONDA,CIVIC,2,4,Manual(M6),F,21,29
HYUNDAI,TIBURON,2,4,Auto(L4),F,20,27
HYUNDAI,TIBURON,2,4,Manual(M5),F,20,28
HYUNDAI,TIBURON,2.7,6,Auto(L4),F,17,24
HYUNDAI,TIBURON,2.7,6,Manual(M5),F,17,24
HYUNDAI,TIBURON,2.7,6,Manual(M6),F,16,24
INFINITI,G37 COUPE,3.7,6,Auto(S5),R,18,24
INFINITI,G37 COUPE,3.7,6,Manual(M6),R,17,26
LEXUS,IS 250,2.5,6,Auto(S6),R,21,29
LEXUS,IS 250,2.5,6,Manual(M6),R,18,26
LEXUS,IS 250 AWD,2.5,6,Auto(S6),4,20,26
LEXUS,IS 350,3.5,6,Auto(S6),R,18,25
LEXUS,IS F,5,8,Auto(S8),R,16,23
MASERATI,MASERATI GRANTURISMO,4.2,8,Auto(A6),R,13,19
MAZDA,MAZDA RX-8,1.3,2,Auto(S6),R,16,23
MAZDA,MAZDA RX-8,1.3,2,Manual(M6),R,16,22
MERCEDES-BENZ,CLK350,3.5,6,Auto(L7),R,17,25
MERCEDES-BENZ,CLK350 (CABRIOLET),3.5,6,Auto(L7),R,17,25
MERCEDES-BENZ,CLK550,5.5,8,Auto(L7),R,15,22
MERCEDES-BENZ,CLK550 (CABRIOLET),5.5,8,Auto(L7),R,15,21
MERCEDES-BENZ,CLK63 AMG,6.2,8,Auto(S7),R,12,19
MERCEDES-BENZ,CLK63 AMG (CABRIOLET),6.2,8,Auto(S7),R,12,18
MINI,MINI CLUBMAN,1.6,4,Auto(S6),F,26,34
MINI,MINI CLUBMAN,1.6,4,Manual(M6),F,28,37
MINI,MINI CLUBMAN S,1.6,4,Auto(S6),F,23,32
MINI,MINI CLUBMAN S,1.6,4,Manual(M6),F,26,34
MITSUBISHI,ECLIPSE,2.4,4,Auto(S4),F,20,26
MITSUBISHI,ECLIPSE,2.4,4,Manual(M5),F,20,28
MITSUBISHI,ECLIPSE,3.8,6,Auto(S5),F,17,25
MITSUBISHI,ECLIPSE,3.8,6,Manual(M6),F,16,25
NISSAN,ALTIMA COUPE,2.5,4,Auto(AV),F,23,31
NISSAN,ALTIMA COUPE,2.5,4,Manual(M6),F,23,32
NISSAN,ALTIMA COUPE,3.5,6,Auto(AV),F,19,26
NISSAN,ALTIMA COUPE,3.5,6,Manual(M6),F,19,27
PONTIAC,G5 XFE,2.2,4,Manual(M5),F,25,35
PONTIAC,G5/PURSUIT,2.2,4,Auto(L4),F,22,31
PONTIAC,G5/PURSUIT,2.2,4,Manual(M5),F,24,33
PONTIAC,G5/PURSUIT,2.4,4,Auto(L4),F,22,31
PONTIAC,G5/PURSUIT,2.4,4,Manual(M5),F,22,32
ROUSH PERFORMANCE,ROUSH STAGE3 MUSTANG,4.6,8,Auto(L5),R,14,20
ROUSH PERFORMANCE,ROUSH STAGE3 MUSTANG,4.6,8,Manual(M5),R,15,20
SAAB,9-3 CONVERTIBLE,2,4,Auto(S5),F,18,24
SAAB,9-3 CONVERTIBLE,2,4,Manual(M6),F,18,27
SAAB,9-3 CONVERTIBLE,2.8,6,Auto(S6),F,15,24
SAAB,9-3 CONVERTIBLE,2.8,6,Manual(M6),F,16,26
SALEEN PERFORMANCE,SALEEN S281 FAMILY,5,8,Manual(M6),R,12,18
SALEEN PERFORMANCE,SALEEN S281 FAMILY,5,8,Manual(M6),R,12,18
TOYOTA,SCION TC,2.4,4,Auto(L4),F,21,29
TOYOTA,SCION TC,2.4,4,Manual(M5),F,20,27
TOYOTA,SCION XD,1.8,4,Auto(L4),F,26,32
TOYOTA,SCION XD,1.8,4,Manual(M5),F,27,33
TOYOTA,YARIS,1.5,4,Auto(L4),F,29,35
TOYOTA,YARIS,1.5,4,Manual(M5),F,29,36
VOLKSWAGEN,EOS,2,4,Auto(S6),F,21,30
VOLKSWAGEN,EOS,2,4,Manual(M6),F,20,29
VOLKSWAGEN,EOS,3.2,6,Auto(S6),F,19,26
VOLKSWAGEN,NEW BEETLE,2.5,5,Auto(S6),F,20,29
VOLKSWAGEN,NEW BEETLE,2.5,5,Manual(M5),F,20,28
VOLVO,C70 CONVERTIBLE,2.5,5,Auto(S5),F,18,26
VOLVO,C70 CONVERTIBLE,2.5,5,Manual(M6),F,18,27
ACURA,TSX,2.4,4,Auto(S5),F,20,28
ACURA,TSX,2.4,4,Manual(M6),F,19,28
AUDI,A4,2,4,Auto(AV),F,21,30
AUDI,A4,2,4,Manual(M6),F,20,31
AUDI,A4,3.1,6,Auto(AV),F,18,27
AUDI,A4 QUATTRO,2,4,Auto(S6),4,19,27
AUDI,A4 QUATTRO,2,4,Manual(M6),4,20,28
AUDI,A4 QUATTRO,3.1,6,Auto(S6),4,17,25
AUDI,A4 QUATTRO,3.1,6,Manual(M6),4,15,25
AUDI,RS4,4.2,8,Manual(M6),4,13,20
AUDI,S4,4.2,8,Auto(S6),4,14,21
AUDI,S4,4.2,8,Manual(M6),4,13,20
BENTLEY,AZURE,6.7,8,Auto(S6),R,9,15
BENTLEY,CONTINENTAL GT,6,12,Auto(S6),4,10,17
BMW,328I,3,6,Auto(S6),R,19,28
BMW,328I,3,6,Manual(M6),R,18,28
BMW,328XI,3,6,Auto(S6),4,17,25
BMW,328XI,3,6,Manual(M6),4,17,25
BMW,335I,3,6,Auto(S6),R,17,26
BMW,335I,3,6,Manual(M6),R,17,26
BMW,335XI,3,6,Auto(S6),4,17,25
BMW,335XI,3,6,Manual(M6),4,16,25
BMW,M3,4,8,Auto(S7),R,14,20
BMW,M3,4,8,Manual(M6),R,14,20
CHEVROLET,AVEO,1.6,4,Auto(A4),F,23,32
CHEVROLET,AVEO,1.6,4,Manual(M5),F,24,34
CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Auto(L4),F,18,24
CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Auto(L4),F,19,24
CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Manual(M5),F,20,25
CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Manual(M5),F,21,26
FORD,FOCUS  FWD,2,4,Auto(L4),F,24,33
FORD,FOCUS  FWD,2,4,Manual(M5),F,24,35
HONDA,ACCORD 2DR COUPE,2.4,4,Auto(L5),F,21,30
HONDA,ACCORD 2DR COUPE,2.4,4,Manual(M5),F,22,31
HONDA,ACCORD 2DR COUPE,3.5,6,Auto(L5),F,19,28
HONDA,ACCORD 2DR COUPE,3.5,6,Manual(M6),F,17,25
HONDA,CIVIC HYBRID,1.3,4,Auto(AV),F,40,45
HYUNDAI,ACCENT,1.6,4,Auto(L4),F,24,33
HYUNDAI,ACCENT,1.6,4,Manual(M5),F,27,32
JAGUAR,JAGUAR X-TYPE,3,6,Auto(L5),4,16,22
KIA,RIO,1.6,4,Auto(L4),F,25,35
KIA,RIO,1.6,4,Manual(M5),F,27,32
LEXUS,GS 450H,3.5,6,Auto(S6),R,22,25
MAZDA,MAZDA3,2,4,Auto(S4),F,23,31
MAZDA,MAZDA3,2,4,Manual(M5),F,24,32
MAZDA,MAZDA3,2.3,4,Auto(S5),F,22,29
MAZDA,MAZDA3,2.3,4,Manual(M5),F,22,29
MERCEDES-BENZ,C300,3,6,Auto(L7),R,13,19
MERCEDES-BENZ,C300,3,6,Auto(L7),R,18,25
MERCEDES-BENZ,C300,3,6,Manual(M6),R,18,26
MERCEDES-BENZ,C300 4MATIC,3,6,Auto(L7),4,17,25
MERCEDES-BENZ,C350,3.5,6,Auto(L7),R,17,25
MERCEDES-BENZ,C63 AMG,6.2,8,Auto(S7),R,12,19
MERCEDES-BENZ,CL550,5.5,8,Auto(L7),R,14,21
MERCEDES-BENZ,CL600,5.5,12,Auto(L5),R,11,17
MERCEDES-BENZ,CL63 AMG,6.2,8,Auto(S7),R,11,18
MERCEDES-BENZ,CL65 AMG,5.5,12,Auto(S5),R,11,17
MERCEDES-BENZ,CLS550,5.5,8,Auto(L7),R,14,21
MERCEDES-BENZ,CLS63 AMG,6.2,8,Auto(S7),R,12,18
MITSUBISHI,LANCER,2,4,Auto(AV),F,22,29
MITSUBISHI,LANCER,2,4,Manual(M5),F,21,29
MITSUBISHI,LANCER EVOLUTION,2,4,Auto(S6),4,17,22
MITSUBISHI,LANCER EVOLUTION,2,4,Manual(M5),4,16,22
PONTIAC,G6,2.4,4,Auto(L4),F,22,30
PONTIAC,G6,3.5,6,Auto(L4),F,18,29
PONTIAC,G6,3.5,6,Auto(S4),F,17,26
PONTIAC,G6,3.6,6,Auto(S6),F,17,26
PONTIAC,G6,3.9,6,Auto(S4),F,15,22
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,Auto(S6),R,11,18
SAAB,9-3 AERO SEDAN AWD,2.8,6,Auto(S6),4,15,24
SAAB,9-3 AERO SEDAN AWD,2.8,6,Manual(M6),4,16,24
SAAB,9-3 SPORT SEDAN,2,4,Auto(S5),F,19,26
SAAB,9-3 SPORT SEDAN,2,4,Manual(M6),F,19,29
SAAB,9-3 SPORT SEDAN,2.8,6,Auto(S6),F,15,24
SAAB,9-3 SPORT SEDAN,2.8,6,Manual(M6),F,16,26
SATURN,ASTRA 2D HATCHBACK,1.8,4,Auto(L4),F,24,30
SATURN,ASTRA 2D HATCHBACK,1.8,4,Manual(M5),F,24,32
SATURN,ASTRA 4DR HATCHBACK,1.8,4,Auto(L4),F,24,30
SATURN,ASTRA 4DR HATCHBACK,1.8,4,Manual(M5),F,24,32
SUBARU,IMPREZA AWD,2.5,4,Auto(S4),4,20,25
SUBARU,IMPREZA AWD,2.5,4,Auto(S4),4,20,27
SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,19,25
SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,20,27
SUBARU,LEGACY AWD,2.5,4,Auto(S4),4,20,27
SUBARU,LEGACY AWD,2.5,4,Auto(S5),4,18,24
SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,19,25
SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,20,27
SUBARU,LEGACY AWD,2.5,4,Manual(M6),4,17,24
SUBARU,LEGACY AWD,3,6,Auto(S5),4,17,24
SUZUKI,FORENZA,2,4,Auto(A4),F,19,28
SUZUKI,FORENZA,2,4,Manual(M5),F,20,28
SUZUKI,RENO,2,4,Auto(A4),F,19,28
SUZUKI,RENO,2,4,Manual(M5),F,20,28
SUZUKI,SX4 SEDAN,2,4,Auto(L4),F,23,31
SUZUKI,SX4 SEDAN,2,4,Manual(M5),F,22,30
TOYOTA,CAMRY SOLARA,2.4,4,Auto(S5),F,22,31
TOYOTA,CAMRY SOLARA,2.4,4,Manual(M5),F,21,31
TOYOTA,CAMRY SOLARA,3.3,6,Auto(S5),F,18,27
TOYOTA,CAMRY SOLARA CONVERTIBLE,3.3,6,Auto(S5),F,18,26
TOYOTA,COROLLA,1.8,4,Auto(L4),F,26,35
TOYOTA,COROLLA,1.8,4,Manual(M5),F,28,37
VOLKSWAGEN,GTI,2,4,Auto(S6),F,22,29
VOLKSWAGEN,GTI,2,4,Manual(M6),F,20,29
VOLKSWAGEN,JETTA,2,4,Auto(S6),F,22,29
VOLKSWAGEN,JETTA,2,4,Manual(M6),F,20,29
VOLKSWAGEN,JETTA,2.5,5,Auto(S6),F,21,29
VOLKSWAGEN,JETTA,2.5,5,Manual(M5),F,21,29
VOLKSWAGEN,R32,3.2,6,Auto(S6),4,18,23
VOLKSWAGEN,RABBIT,2.5,5,Auto(S6),F,21,29
VOLKSWAGEN,RABBIT,2.5,5,Manual(M5),F,22,29
VOLVO,C30 FWD,2.4,5,Auto(S5),F,20,28
VOLVO,C30 FWD,2.4,5,Manual(M5),F,20,28
VOLVO,C30 FWD,2.5,5,Auto(S5),F,19,27
VOLVO,C30 FWD,2.5,5,Manual(M6),F,19,28
VOLVO,S40 AWD,2.5,5,Auto(S5),4,18,26
VOLVO,S40 AWD,2.5,5,Manual(M6),4,17,25
VOLVO,S40 FWD,2.4,5,Auto(S5),F,20,28
VOLVO,S40 FWD,2.4,5,Manual(M5),F,20,28
VOLVO,S40 FWD,2.5,5,Auto(S5),F,19,27
VOLVO,S40 FWD,2.5,5,Manual(M6),F,19,28
VOLVO,S60 AWD,2.5,5,Auto(L5),4,17,26
VOLVO,S60 AWD,2.5,5,Auto(S5),4,18,26
VOLVO,S60 FWD,2.4,5,Auto(S5),F,18,26
VOLVO,S60 FWD,2.4,5,Manual(M6),F,18,26
VOLVO,S60 FWD,2.5,5,Auto(L5),F,19,27
VOLVO,S60 FWD,2.5,5,Auto(S5),F,19,27
ACURA,RL,3.5,6,Auto(S5),4,16,24
ACURA,TL,3.2,6,Auto(S5),F,18,26
ACURA,TL,3.5,6,Auto(S5),F,17,26
ACURA,TL,3.5,6,Manual(M6),F,18,27
AUDI,A6,3.1,6,Auto(AV),F,18,27
AUDI,A6 QUATTRO,3.1,6,Auto(S6),4,17,25
AUDI,A6 QUATTRO,4.2,8,Auto(S6),4,16,23
AUDI,A8,4.2,8,Auto(S6),4,16,23
AUDI,S6,5.2,10,Auto(S6),4,14,19
AUDI,S8,5.2,10,Auto(S6),4,13,19
BENTLEY,ARNAGE,6.7,8,Auto(S6),R,10,15
BENTLEY,CONTINENTAL FLYING SPUR,6,12,Auto(S6),4,10,17
BMW,528I,3,6,Auto(S6),R,18,27
BMW,528I,3,6,Manual(M6),R,18,28
BMW,528XI,3,6,Auto(S6),4,17,25
BMW,528XI,3,6,Manual(M6),4,17,25
BMW,535I,3,6,Auto(S6),R,17,26
BMW,535I,3,6,Manual(M6),R,17,26
BMW,535XI,3,6,Auto(S6),4,17,25
BMW,535XI,3,6,Manual(M6),4,16,25
BMW,550I,4.8,8,Auto(S6),R,15,23
BMW,550I,4.8,8,Manual(M6),R,15,22
BMW,M5,5,10,Auto(S7),R,11,17
BMW,M5,5,10,Manual(M6),R,11,17
BUICK,LACROSSE/ALLURE,3.6,6,Auto(L4),F,17,25
